"date","state","contact","age","gender","category_level2","category_level3","amount","no_of_reports"
"2024-07-01","NSW","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Phishing","48.6","2"
"2024-01-01","NSW","Social media/Online forums","25 - 34","M","Attempts to gain your personal information","Identity theft","100.0","2"
"2024-05-01","QLD","Social media/Online forums","25 - 34","M","Attempts to gain your personal information","Hacking","391.54","4"
"2024-04-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Overpayment scams","142.64","2"
"2024-07-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Overpayment scams","350.0","2"
"2024-01-01","SA","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","1000.0","5"
"2024-04-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","545.0","4"
"2024-05-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","310.0","3"
"2024-04-01","WA","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","500.0","2"
"2024-05-01","WA","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","8140.0","2"
"2024-07-01","WA","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","2100.0","3"
"2024-06-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","50.0","4"
"2024-03-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","4980.0","8"
"2024-04-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","1680.89","4"
"2024-06-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","3910.0","6"
"2024-01-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","1520.0","13"
"2024-02-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","1050.0","5"
"2024-04-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","23300.0","6"
"2024-01-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","6360.0","10"
"2024-02-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","3395.0","6"
"2024-07-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","12391.0","4"
"2024-01-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","735.0","7"
"2024-02-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","10970.0","3"
"2024-04-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","1100.0","4"
"2024-05-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","2957.98","5"
"2024-07-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","7030.0","5"
"2024-01-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","1310.0","7"
"2024-02-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","6732.0","10"
"2024-03-01","NSW","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","2800.0","4"
"2024-04-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","10950.0","8"
"2024-05-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","2150.0","3"
"2024-07-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","2415.0","9"
"2024-01-01","QLD","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","395.0","2"
"2024-02-01","QLD","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","250.0","2"
"2024-05-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","1302.0","6"
"2024-01-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","432.0","4"
"2024-01-01","QLD","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","113.0","5"
"2024-03-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","240.0","3"
"2024-03-01","QLD","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","225.5","6"
"2024-04-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","407.11","6"
"2024-05-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","573.45","9"
"2024-01-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","100.0","3"
"2024-02-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","1713.0","6"
"2024-05-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","500.61","4"
"2024-06-01","WA","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","119.2","4"
"2024-04-01","SA","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","746.26","6"
"2024-03-01","SA","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","334.97","3"
"2024-04-01","SA","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","57.0","3"
"2024-04-01","SA","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","230.0","2"
"2024-05-01","ACT","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","140.0","3"
"2024-01-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1793.97","15"
"2024-02-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1095.0","11"
"2024-03-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1654.16","10"
"2024-05-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","945.0","4"
"2024-06-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","480.92","9"
"2024-07-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1175.0","4"
"2024-02-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","2492.0","7"
"2024-04-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","2519.99","6"
"2024-04-01","VIC","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","959.83","7"
"2024-05-01","VIC","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","30.0","2"
"2024-05-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","650.0","3"
"2024-01-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","550.0","8"
"2024-02-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","1825.0","9"
"2024-04-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","2226.9","10"
"2024-05-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","2890.6","7"
"2024-07-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","2923.0","12"
"2024-01-01","NSW","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1097.0","8"
"2024-02-01","NSW","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1835.0","8"
"2024-05-01","NSW","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","2278.2","11"
"2024-01-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","2097.0","17"
"2024-04-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1633.21","10"
"2024-05-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","3726.33","13"
"2024-06-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","872.57","10"
"2024-01-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","False billing","1100.0","4"
"2024-02-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","False billing","275.0","2"
"2024-02-01","NSW","Social media/Online forums","18 - 24","F","Buying or selling","False billing","150.0","2"
"2024-04-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","False billing","1000.0","2"
"2024-06-01","TAS","Social media/Online forums","18 - 24","M","Buying or selling","False billing","3000.0","2"
"2024-07-01","ACT","Social media/Online forums","25 - 34","M","Buying or selling","False billing","59.95","2"
"2024-03-01","VIC","Social media/Online forums","18 - 24","M","Threats and extortion","Threats to life, arrest or other","1800.0","2"
"2024-01-01","OTHERS","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","600.0","3"
"2024-01-01","OTHERS","Social media/Online forums","18 - 24","M","Investment scams","Investment scams","780.0","3"
"2024-06-01","OTHERS","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","700.0","5"
"2024-06-01","NSW","Social media/Online forums","18 - 24","M","Investment scams","Investment scams","8400.0","3"
"2024-01-01","VIC","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","52340.0","5"
"2024-03-01","VIC","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","10000.0","2"
"2024-01-01","WA","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","21000.0","2"
"2024-05-01","VIC","Social media/Online forums","25 - 34","F","Investment scams","Investment scams","8511.25","2"
"2024-06-01","NSW","Social media/Online forums","25 - 34","F","Investment scams","Investment scams","9.0","2"
"2024-06-01","NSW","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","160.0","2"
"2024-06-01","NSW","Social media/Online forums","18 - 24","F","Dating and romance","Dating and romance scams","701.0","2"
"2024-05-01","QLD","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","1430.0","4"
"2024-07-01","VIC","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","1500.0","2"
"2024-04-01","VIC","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","15579.14","3"
"2024-04-01","OTHERS","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","42641.51","2"
"2024-05-01","VIC","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","162717.44","3"
"2024-05-01","OTHERS","Social media/Online forums","18 - 24","M","Jobs and employment","Jobs and employment scams","3608.0","2"
"2024-05-01","QLD","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","19842.0","2"
"2024-07-01","OTHERS","Social media/Online forums","18 - 24","M","Jobs and employment","Jobs and employment scams","0.0","2"
"2024-01-01","NSW","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","16650.0","3"
"2024-05-01","NSW","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","34775.86","3"
"2024-07-01","NSW","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","2120.0","3"
"2024-07-01","VIC","Social media/Online forums","25 - 34","F","Unexpected winnings","Travel, prizes and lottery scams","713.96","3"
"2024-07-01","OTHERS","Social media/Online forums","18 - 24","M","Investment scams","Betting and sports investment scams","750.0","2"
"2024-06-01","WA","Social media/Online forums","25 - 34","M","Other","Other scams","245.82","4"
"2024-03-01","QLD","Social media/Online forums","25 - 34","F","Other","Other scams","178.0","2"
"2024-01-01","VIC","Social media/Online forums","18 - 24","F","Other","Other scams","800.0","3"
"2024-05-01","VIC","Social media/Online forums","18 - 24","F","Other","Other scams","660.0","3"
"2024-07-01","VIC","Social media/Online forums","25 - 34","M","Other","Other scams","1300.0","3"
"2024-01-01","NSW","Social media/Online forums","25 - 34","M","Other","Other scams","100.0","2"
"2024-01-01","NSW","Social media/Online forums","18 - 24","F","Other","Other scams","600.0","2"
"2024-01-01","NSW","Social media/Online forums","25 - 34","F","Other","Other scams","478.0","3"
"2024-04-01","NSW","Social media/Online forums","25 - 34","F","Other","Other scams","50.0","4"
"2024-06-01","NSW","Social media/Online forums","25 - 34","F","Other","Other scams","95.0","2"
"2024-05-01","WA","Social media/Online forums","18 - 24","M","Threats and extortion","Threats to life, arrest or other","889.02","2"
"2024-01-01","VIC","Social media/Online forums","25 - 34","F","Investment scams","Investment scams","759.06","2"
"2024-03-01","WA","Social media/Online forums","25 - 34","F","Investment scams","Investment scams","1500.0","2"
"2024-04-01","OTHERS","Social media/Online forums","18 - 24","F","Investment scams","Investment scams","500.0","2"
"2024-05-01","NSW","Social media/Online forums","25 - 34","F","Investment scams","Investment scams","14100.0","3"
"2024-07-01","NSW","Social media/Online forums","18 - 24","F","Investment scams","Investment scams","497.0","2"
"2024-07-01","VIC","Social media/Online forums","25 - 34","F","Investment scams","Investment scams","39000.0","3"
"2024-07-01","QLD","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","6000.0","2"
"2024-03-01","VIC","Social media/Online forums","18 - 24","M","Investment scams","Investment scams","3682.87","3"
"2024-03-01","NSW","Social media/Online forums","18 - 24","M","Investment scams","Investment scams","3300.0","3"
"2024-03-01","NSW","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","2500.0","3"
"2024-04-01","NSW","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","3000.0","2"
"2024-06-01","NSW","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","20000.0","2"
"2024-07-01","NSW","Social media/Online forums","18 - 24","M","Investment scams","Investment scams","57500.0","3"
"2024-02-01","OTHERS","Social media/Online forums","25 - 34","M","Investment scams","Investment scams","683.71","2"
"2024-04-01","VIC","Social media/Online forums","25 - 34","F","Dating and romance","Dating and romance scams","11360.16","2"
"2024-05-01","WA","Social media/Online forums","25 - 34","F","Dating and romance","Dating and romance scams","27050.0","2"
"2024-04-01","SA","Social media/Online forums","25 - 34","M","Dating and romance","Dating and romance scams","7300.0","2"
"2024-04-01","QLD","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","600.0","3"
"2024-06-01","QLD","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","2346.06","3"
"2024-01-01","VIC","Social media/Online forums","25 - 34","M","Dating and romance","Dating and romance scams","155.0","2"
"2024-04-01","VIC","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","2500.0","4"
"2024-02-01","NSW","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","1710.0","3"
"2024-05-01","NSW","Social media/Online forums","18 - 24","M","Dating and romance","Dating and romance scams","150.0","2"
"2024-06-01","NSW","Social media/Online forums","25 - 34","M","Dating and romance","Dating and romance scams","800.0","3"
"2024-05-01","QLD","Social media/Online forums","25 - 34","F","Fake charities","Fake charity scams","13560.87","2"
"2024-07-01","VIC","Social media/Online forums","25 - 34","M","Investment scams","Betting and sports investment scams","3144.95","2"
"2024-06-01","ACT","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","8000.0","2"
"2024-03-01","WA","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","13446.0","2"
"2024-06-01","OTHERS","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","36106.42","3"
"2024-07-01","OTHERS","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","12.78","2"
"2024-04-01","QLD","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","70000.0","2"
"2024-07-01","QLD","Social media/Online forums","18 - 24","F","Jobs and employment","Jobs and employment scams","160.0","2"
"2024-05-01","VIC","Social media/Online forums","18 - 24","M","Jobs and employment","Jobs and employment scams","1878.9","2"
"2024-06-01","VIC","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","21000.0","2"
"2024-07-01","VIC","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","722.0","4"
"2024-05-01","VIC","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","16651.0","3"
"2024-06-01","VIC","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","1230.0","4"
"2024-07-01","VIC","Social media/Online forums","18 - 24","F","Jobs and employment","Jobs and employment scams","36000.0","4"
"2024-07-01","NSW","Social media/Online forums","25 - 34","M","Jobs and employment","Jobs and employment scams","8871.0","2"
"2024-07-01","NSW","Social media/Online forums","18 - 24","M","Jobs and employment","Jobs and employment scams","15000.0","2"
"2024-04-01","NSW","Social media/Online forums","18 - 24","F","Jobs and employment","Jobs and employment scams","500.0","4"
"2024-06-01","NSW","Social media/Online forums","18 - 24","F","Jobs and employment","Jobs and employment scams","22000.0","4"
"2024-06-01","NSW","Social media/Online forums","25 - 34","F","Jobs and employment","Jobs and employment scams","63123.0","5"
"2024-07-01","NSW","Social media/Online forums","18 - 24","F","Jobs and employment","Jobs and employment scams","29143.0","2"
"2024-01-01","SA","Social media/Online forums","18 - 24","F","Other","Other scams","560.0","2"
"2024-07-01","SA","Social media/Online forums","25 - 34","F","Other","Other scams","350.0","2"
"2024-05-01","WA","Social media/Online forums","25 - 34","F","Other","Other scams","600.5","4"
"2024-06-01","QLD","Social media/Online forums","18 - 24","M","Other","Other scams","400.0","2"
"2024-02-01","QLD","Social media/Online forums","18 - 24","F","Other","Other scams","401.0","2"
"2024-06-01","QLD","Social media/Online forums","25 - 34","F","Other","Other scams","51.57","3"
"2024-02-01","VIC","Social media/Online forums","25 - 34","F","Other","Other scams","2251.0","6"
"2024-03-01","VIC","Social media/Online forums","25 - 34","F","Other","Other scams","40.0","2"
"2024-05-01","VIC","Social media/Online forums","25 - 34","F","Other","Other scams","350.0","2"
"2024-07-01","VIC","Social media/Online forums","25 - 34","F","Other","Other scams","50.0","2"
"2024-04-01","NSW","Social media/Online forums","18 - 24","M","Other","Other scams","128.26","2"
"2024-02-01","NSW","Social media/Online forums","18 - 24","F","Other","Other scams","600.0","3"
"2024-02-01","NSW","Social media/Online forums","25 - 34","F","Other","Other scams","450.0","4"
"2024-05-01","NSW","Social media/Online forums","18 - 24","F","Other","Other scams","360.0","4"
"2024-07-01","NSW","Social media/Online forums","25 - 34","F","Other","Other scams","700.0","2"
"2024-01-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","False billing","2587.0","2"
"2024-01-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","False billing","2014.9","3"
"2024-03-01","WA","Social media/Online forums","25 - 34","F","Buying or selling","False billing","400.0","2"
"2024-02-01","TAS","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","60.0","2"
"2024-06-01","ACT","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","900.0","2"
"2024-06-01","ACT","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","150.0","3"
"2024-01-01","SA","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","133.24","4"
"2024-04-01","SA","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","622.0","4"
"2024-06-01","SA","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1145.11","6"
"2024-07-01","SA","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","300.0","2"
"2024-07-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","1135.0","3"
"2024-02-01","WA","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","129.9","2"
"2024-05-01","WA","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1368.02","7"
"2024-02-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","1300.0","3"
"2024-03-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","2207.85","8"
"2024-04-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","606.49","5"
"2024-06-01","QLD","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","1241.29","4"
"2024-07-01","QLD","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","35.0","2"
"2024-07-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","350.0","4"
"2024-05-01","QLD","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1219.7","8"
"2024-06-01","QLD","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1545.0","3"
"2024-07-01","QLD","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","160.0","2"
"2024-07-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1446.8","6"
"2024-02-01","VIC","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","680.0","6"
"2024-06-01","VIC","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","240.0","3"
"2024-07-01","VIC","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","1711.21","6"
"2024-01-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","1619.0","11"
"2024-03-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","1025.81","5"
"2024-01-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1224.0","10"
"2024-02-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1194.36","7"
"2024-03-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","50.0","3"
"2024-04-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1375.0","8"
"2024-05-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1784.07","10"
"2024-03-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","830.0","4"
"2024-02-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","2739.97","9"
"2024-04-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","1595.2","8"
"2024-05-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","8103.8","7"
"2024-03-01","NSW","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","1220.8","8"
"2024-07-01","NSW","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","716.0","3"
"2024-02-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","3307.49","11"
"2024-03-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1101.16","12"
"2024-07-01","NSW","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","2142.35","14"
"2024-02-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","5498.93","5"
"2024-05-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","150.0","2"
"2024-06-01","NSW","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","1200.0","2"
"2024-03-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","2600.0","5"
"2024-06-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","750.0","2"
"2024-07-01","NSW","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","200.0","2"
"2024-01-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","4200.0","5"
"2024-02-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","4519.05","7"
"2024-03-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","4234.0","4"
"2024-03-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","3650.0","6"
"2024-04-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","10066.0","11"
"2024-05-01","VIC","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","3980.0","7"
"2024-06-01","VIC","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","1662.68","6"
"2024-01-01","VIC","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","2760.0","3"
"2024-03-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","3950.0","8"
"2024-06-01","VIC","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","3370.0","4"
"2024-06-01","VIC","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","1148.0","3"
"2024-01-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","3825.0","5"
"2024-02-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","3800.0","2"
"2024-03-01","QLD","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","1170.0","5"
"2024-06-01","QLD","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","250.0","3"
"2024-03-01","QLD","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","1374.0","4"
"2024-01-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","1800.0","6"
"2024-02-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","1893.79","7"
"2024-07-01","QLD","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","900.0","4"
"2024-06-01","WA","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","1350.0","3"
"2024-07-01","WA","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","3000.0","2"
"2024-05-01","SA","Social media/Online forums","25 - 34","M","Buying or selling","Classified scams","65.0","2"
"2024-03-01","SA","Social media/Online forums","18 - 24","F","Buying or selling","Classified scams","1450.0","2"
"2024-04-01","SA","Social media/Online forums","25 - 34","F","Buying or selling","Classified scams","150.0","3"
"2024-03-01","ACT","Social media/Online forums","18 - 24","M","Buying or selling","Classified scams","1266.5","3"
"2024-06-01","VIC","Social media/Online forums","18 - 24","M","Attempts to gain your personal information","Hacking","18.93","2"
"2024-06-01","NSW","Social media/Online forums","25 - 34","M","Attempts to gain your personal information","Hacking","600.0","2"
"2024-03-01","WA","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Hacking","249.0","2"
"2024-01-01","VIC","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Identity theft","400.0","6"
"2024-06-01","VIC","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Identity theft","500.0","2"
"2024-02-01","VIC","Social media/Online forums","25 - 34","M","Attempts to gain your personal information","Identity theft","650.0","2"
"2024-05-01","VIC","Social media/Online forums","25 - 34","M","Attempts to gain your personal information","Identity theft","500.0","2"
"2024-02-01","QLD","Social media/Online forums","18 - 24","F","Attempts to gain your personal information","Identity theft","100.0","2"
"2024-03-01","NSW","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Identity theft","100.0","3"
"2024-04-01","NSW","Social media/Online forums","18 - 24","F","Attempts to gain your personal information","Phishing","50.0","2"
"2024-06-01","QLD","Social media/Online forums","25 - 34","F","Attempts to gain your personal information","Phishing","2070.94","2"
"2024-03-01","NT","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","305.8","1"
"2024-05-01","NT","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","135.18","2"
"2024-05-01","NT","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","100.0","1"
"2024-07-01","TAS","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","40.0","1"
"2024-01-01","TAS","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","370.0","1"
"2024-04-01","TAS","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","50.0","1"
"2024-04-01","TAS","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","200.0","1"
"2024-07-01","TAS","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","60.0","1"
"2024-01-01","ACT","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","100.0","2"
"2024-03-01","ACT","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","570.0","1"
"2024-01-01","OTHERS","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","500.0","1"
"2024-03-01","OTHERS","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","119.0","1"
"2024-03-01","OTHERS","Social media/Online forums","25 - 34","M","Buying or selling","Online shopping scams","27.0","1"
"2024-03-01","OTHERS","Social media/Online forums","18 - 24","F","Buying or selling","Online shopping scams","138.0","1"
"2024-03-01","OTHERS","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","1500.0","1"
"2024-04-01","OTHERS","Social media/Online forums","25 - 34","F","Buying or selling","Online shopping scams","350.0","1"
"2024-03-01","SA","Social media/Online forums","18 - 24","M","Buying or selling","Online shopping scams","300.0","1"
